years,16,1
crisis,13,2
must,13,3
world,10,4
two,9,5
climate,8,6
new,8,7
threat,7,8
time,7,9
without,7,10
ago,6,11
between,6,12
earth,6,13
global,6,14
go,6,15
into,6,16
moral,6,17
most,6,18
need,6,19
prize,6,20
purpose,6,21
war,6,22
act,5,23
also,5,24
challenge,5,25
co2,5,26
every,5,27
far,5,28
first,5,29
here,5,30
life,5,31
make,5,32
many,5,33
more,5,34
nations,5,35
own,5,36
people,5,37
quickly,5,38
rising,5,39
should,5,40
solve,5,41
way,5,42
words,5,43
another,4,44
ask,4,45
atmosphere,4,46
authority,4,47
brought,4,48
carbon,4,49
choice,4,50
could,4,51
even,4,52
found,4,53
future,4,54
generation,4,55
hull,4,56
just,4,57
last,4,58
later,4,59
massive,4,60
meet,4,61
no,4,62
opportunity,4,63
peace,4,64
pollution,4,65
resolve,4,66
say,4,67
shared,4,68
still,4,69
too,4,70
truth,4,71
unprecedented,4,72
vision,4,73
before,3,74
began,3,75
both,3,76
calculated,3,77
coal,3,78
common,3,79
courage,3,80
danger,3,81
death,3,82
door,3,83
enough,3,84
father,3,85
few,3,86
find,3,87
futures,3,88
growing,3,89
increasing,3,90
inventor,3,91
itself,3,92
leaders,3,93
made,3,94
making,3,95
much,3,96
nobel,3,97
nuclear,3,98
once,3,99
only,3,100
other,3,101
path,3,102
planet,3,103
political,3,104
power,3,105
right,3,106
rise,3,107
same,3,108
scientists,3,109
serve,3,110
seven,3,111
survival,3,112
treaty,3,113
united,3,114
want,3,115
won,3,116
wrong,3,117
11th,2,118
actions,2,119
again,2,120
against,2,121
air,2,122
alfred,2,123
amount,2,124
asia,2,125
asked,2,126
australia,2,127
back,2,128
bali,2,129
believe,2,130
burning,2,131
called,2,132
calls,2,133
cap,2,134
capacity,2,135
cause,2,136
caused,2,137
change,2,138
choose,2,139
cities,2,140
civilization,2,141
come,2,142
consequences,2,143
cooperation,2,144
cordell,2,145
countries,2,146
country,2,147
creating,2,148
cumulative,2,149
day,2,150
decisively,2,151
democracy,2,152
described,2,153
destruction,2,154
different,2,155
dynamite,2,156
each,2,157
earth's,2,158
effective,2,159
effort,2,160
either,2,161
emergency,2,162
emissions,2,163
end,2,164
energy,2,165
ensure,2,166
entire,2,167
environment,2,168
europe,2,169
everywhere,2,170
fascism,2,171
fate,2,172
fateful,2,173
felt,2,174
fever,2,175
free,2,176
government,2,177
greatest,2,178
hard,2,179
harder,2,180
harsh,2,181
heads,2,182
heat,2,183
helped,2,184
hometown,2,185
honorable,2,186
hopeful,2,187
hour,2,188
human,2,189
ice,2,190
ignored,2,191
imminent,2,192
increase,2,193
instead,2,194
intended,2,195
invention,2,196
japan,2,197
judgment,2,198
knocking,2,199
largest,2,200
laws,2,201
let,2,202
level,2,203
live,2,204
long,2,205
match,2,206
may,2,207
might,2,208
million,2,209
moment,2,210
months,2,211
moreover,2,212
never,2,213
next,2,214
north,2,215
norwegian,2,216
obituary,2,217
often,2,218
others,2,219
