people,25,1
louisiana,22,2
rebuild,13,3
state,13,4
communities,12,5
new,8,6
orleans,8,7
workers,8,8
every,7,9
homes,7,10
must,7,11
shelters,7,12
thank,7,13
businesses,6,14
here,6,15
home,6,16
i'm,6,17
jobs,6,18
more,6,19
need,6,20
stand,6,21
tonight,6,22
we're,6,23
work,6,24
across,5,25
after,5,26
children,5,27
families,5,28
federal,5,29
fema,5,30
first,5,31
government,5,32
help,5,33
louisiana's,5,34
put,5,35
rebuilt,5,36
recovery,5,37
want,5,38
without,5,39
also,4,40
before,4,41
bring,4,42
citizens,4,43
family,4,44
going,4,45
housing,4,46
i've,4,47
look,4,48
lost,4,49
nation,4,50
never,4,51
please,4,52
restore,4,53
am,3,54
americans,3,55
asked,3,56
called,3,57
care,3,58
city,3,59
congress,3,60
effort,3,61
give,3,62
health,3,63
investment,3,64
james,3,65
just,3,66
laden,3,67
lee,3,68
let,3,69
levees,3,70
mr,3,71
neighborhoods,3,72
officers,3,73
opening,3,74
parish,3,75
parishes,3,76
president,3,77
rebuilding,3,78
recover,3,79
recreate,3,80
red,3,81
return,3,82
simply,3,83
spirit,3,84
st,3,85
stronger,3,86
take,3,87
temporary,3,88
up,3,89
world,3,90
9/11,2,91
about,2,92
access,2,93
admiral,2,94
afloat,2,95
allen,2,96
around,2,97
ask,2,98
back,2,99
banks,2,100
better,2,101
beyond,2,102
brave,2,103
bridges,2,104
build,2,105
building,2,106
challenges,2,107
character,2,108
child,2,109
come,2,110
community,2,111
courage,2,112
create,2,113
creating,2,114
cross,2,115
delegation,2,116
destruction,2,117
disaster,2,118
displaced,2,119
doctors,2,120
down,2,121
drove,2,122
each,2,123
embrace,2,124
energy,2,125
even,2,126
faith,2,127
few,2,128
finally,2,129
financial,2,130
forget,2,131
generosity,2,132
god,2,133
governor,2,134
grateful,2,135
great,2,136
guardsmen,2,137
hear,2,138
history,2,139
hope,2,140
hotels,2,141
house,2,142
human,2,143
hundreds,2,144
immediate,2,145
infrastructure,2,146
jefferson,2,147
job,2,148
join,2,149
katrina,2,150
keep,2,151
level,2,152
like,2,153
lives,2,154
local,2,155
long,2,156
longterm,2,157
loss,2,158
louisianans,2,159
loved,2,160
many,2,161
may,2,162
members,2,163
million,2,164
nation's,2,165
no,2,166
nurses,2,167
offer,2,168
ones,2,169
only,2,170
order,2,171
ordinary,2,172
own,2,173
package,2,174
path,2,175
pause,2,176
pay,2,177
places,2,178
police,2,179
prevail,2,180
properly,2,181
reconstruction,2,182
relief,2,183
rescue,2,184
resilient,2,185
rest,2,186
restored,2,187
same,2,188
separated,2,189
services,2,190
ships,2,191
should,2,192
significant,2,193
similar,2,194
southeast,2,195
speak,2,196
stay,2,197
storm,2,198
surrounding,2,199
system,2,200
thanks,2,201
through,2,202
time,2,203
together,2,204
told,2,205
tragedy,2,206
unprecedented,2,207
until,2,208
washington,2,209
water,2,210
way,2,211
100,1,212
70000,1,213
accountability,1,214
activeduty,1,215
administration,1,216
advisor,1,217
afford,1,218
again,1,219
agencies,1,220
agents,1,221
ago,1,222
agreed,1,223
ahead,1,224
aid,1,225
airport,1,226
allowing,1,227
almost,1,228
always,1,229
america,1,230
american,1,231
any,1,232
anyone,1,233
apart,1,234
appoint,1,235
architect,1,236
armstrong,1,237
aside,1,238
assure,1,239
auditor,1,240
away,1,241
bank,1,242
bankers,1,243
begin,1,244
behalf,1,245
benefits,1,246
bernard,1,247
best,1,248
bless,1,249
blood,1,250
bluntly,1,251
boats,1,252
book,1,253
both,1,254
breadwinner,1,255
brigade,1,256
brighter,1,257
bringing,1,258
british,1,259
brothers,1,260
buck,1,261
burned,1,262
buses,1,263
bush,1,264
business,1,265
calling,1,266
can't,1,267
careful,1,268
cash,1,269
central,1,270
challenge,1,271
champion,1,272
charles,1,273
chicago,1,274
classrooms,1,275
clean,1,276
cleaning,1,277
clergy,1,278
closely,1,279
coast,1,280
coastline,1,281
coming,1,282
commandeered,1,283
commanding,1,284
commissioner,1,285
committed,1,286
companies,1,287
comprehension,1,288
concept,1,289
concerns,1,290
confidence,1,291
confident,1,292
confronted,1,293
congressional,1,294
consideration,1,295
contamination,1,296
continue,1,297
contractors,1,298
corners,1,299
correcting,1,300
cover,1,301
crisis,1,302
critical,1,303
cruise,1,304
cut,1,305
damaged,1,306
darkness,1,307
daughter,1,308
daughters,1,309
daunting,1,310
days,1,311
dear,1,312
debris,1,313
demonstrated,1,314
department,1,315
deserve,1,316
design,1,317
designing,1,318
despair,1,319
destroyed,1,320
determination,1,321
difficult,1,322
directed,1,323
directing,1,324
director,1,325
dispersed,1,326
district,1,327
don't,1,328
done,1,329
drain,1,330
draw,1,331
earning,1,332
earth,1,333
earthquake,1,334
eat,1,335
economic,1,336
economies,1,337
education,1,338
employ,1,339
employees,1,340
endeavor,1,341
engineers,1,342
entire,1,343
especially,1,344
ever,1,345
executive,1,346
extension,1,347
fabric,1,348
faced,1,349
facility,1,350
failures,1,351
fair,1,352
faraway,1,353
fashion,1,354
fathers,1,355
fear,1,356
filling,1,357
final,1,358
financing,1,359
finding,1,360
fire,1,361
firefighters,1,362
firms,1,363
flaws,1,364
fleet,1,365
flooded,1,366
flows,1,367
folks,1,368
food,1,369
force,1,370
foremost,1,371
form,1,372
former,1,373
forward,1,374
francisco,1,375
friend,1,376
full,1,377
fully,1,378
further,1,379
general,1,380
george,1,381
get,1,382
glad,1,383
globe,1,384
goal,1,385
goes,1,386
good,1,387
ground,1,388
group,1,389
grow,1,390
guard,1,391
guests,1,392
happens,1,393
heart,1,394
hearts,1,395
helicopter,1,396
heroes,1,397
heroic,1,398
highways,1,399
hired,1,400
historic,1,401
honor,1,402
honored,1,403
hospitals,1,404
i'd,1,405
impossible,1,406
improves,1,407
includes,1,408
including,1,409
initial,1,410
innovative,1,411
inspector,1,412
intact,1,413
international,1,414
into,1,415
invest,1,416
involved,1,417
issuing,1,418
it's,1,419
joined,1,420
labor,1,421
landrieu,1,422
leaders,1,423
learned,1,424
least,1,425
leaving,1,426
led,1,427
legislative,1,428
legislators,1,429
less,1,430
lessons,1,431
levels,1,432
library,1,433
lie,1,434
life,1,435
lift,1,436
lights,1,437
limit,1,438
literally,1,439
live,1,440
lived,1,441
load,1,442
loans,1,443
located,1,444
lots,1,445
louis,1,446
love,1,447
magnitude,1,448
make,1,449
making,1,450
managing,1,451
map,1,452
mayors,1,453
meaning,1,454
meet,1,455
member,1,456
men,1,457
mental,1,458
met,1,459
millions,1,460
misery,1,461
mississippi,1,462
monroe,1,463
months,1,464
morning,1,465
mother,1,466
mothers,1,467
move,1,468
name,1,469
national,1,470
natural,1,471
nearly,1,472
nickel,1,473
noonday,1,474
numbers,1,475
off,1,476
office,1,477
often,1,478
once,1,479
opened,1,480
opportunities,1,481
original,1,482
other,1,483
ourselves,1,484
outside,1,485
over,1,486
overwhelming,1,487
parking,1,488
part,1,489
partner,1,490
passage,1,491
passed,1,492
passengers,1,493
past,1,494
paycheck,1,495
percent,1,496
physical,1,497
pilots,1,498
pitched,1,499
plain,1,500
planes,1,501
plaquemines,1,502
pledge,1,503
port,1,504
possible,1,505
post,1,506
power,1,507
prayer,1,508
prayers,1,509
preserving,1,510
presidents,1,511
primary,1,512
priority,1,513
private,1,514
profound,1,515
progressing,1,516
projects,1,517
protect,1,518
protected,1,519
proud,1,520
public,1,521
purpose,1,522
putting,1,523
quality,1,524
rallied,1,525
ravaged,1,526
reach,1,527
receive,1,528
received,1,529
reengineer,1,530
refinery,1,531
reinvigorate,1,532
remains,1,533
remember,1,534
reminds,1,535
renews,1,536
reopened,1,537
representatives,1,538
reputation,1,539
requesting,1,540
residents,1,541
respond,1,542
responders,1,543
responsibility,1,544
resurrection,1,545
reunite,1,546
reunited,1,547
revenues,1,548
ripped,1,549
rise,1,550
river,1,551
roads,1,552
run,1,553
safeguard,1,554
safely,1,555
safety,1,556
safety¹,1,557
said,1,558
san,1,559
scattered,1,560
school,1,561
schools,1,562
sea,1,563
searching,1,564
secure,1,565
see,1,566
seeing,1,567
seen,1,568
senate,1,569
senators,1,570
sending,1,571
serve,1,572
service,1,573
share,1,574
shelter,1,575
ship,1,576
show,1,577
sister,1,578
sisters,1,579
six,1,580
sleep,1,581
soldiers,1,582
solutions,1,583
someone,1,584
sons,1,585
speaker,1,586
spend,1,587
spending,1,588
spent,1,589
stability,1,590
staff,1,591
standing,1,592
start,1,593
states,1,594
steered,1,595
step,1,596
stops,1,597
streets,1,598
strength,1,599
stretches,1,600
structure,1,601
successes,1,602
such,1,603
suggests,1,604
support,1,605
sure,1,606
survive,1,607
takes,1,608
talk,1,609
tall,1,610
tammany,1,611
tangipahoa,1,612
tape,1,613
task,1,614
tax,1,615
taxpayer,1,616
tell,1,617
telling,1,618
temporarily,1,619
tennessee,1,620
texas,1,621
thad,1,622
thankful,1,623
thing,1,624
things,1,625
thoughts,1,626
thousands,1,627
thrive,1,628
timely,1,629
tireless,1,630
toiled,1,631
top,1,632
tore,1,633
towards,1,634
train,1,635
transform,1,636
trauma,1,637
trucks,1,638
true,1,639
two,1,640
unemployment,1,641
unified,1,642
unique,1,643
unquestioned,1,644
uplifted,1,645
upon,1,646
urgent,1,647
use,1,648
usual,1,649
visiting,1,650
vitter,1,651
volunteers,1,652
w,1,653
wait,1,654
wallets,1,655
waters,1,656
we've,1,657
weathered,1,658
week,1,659
weeks,1,660
well,1,661
wellbeing,1,662
wellspring,1,663
went,1,664
where,1,665
while,1,666
whose,1,667
why,1,668
wildlife,1,669
wiped,1,670
witness,1,671
witt,1,672
women,1,673
working,1,674
worldclass,1,675
worry,1,676
worst,1,677
wrong,1,678
yesterday,1,679
york,1,680
