nation,12,1
new,11,2
every,8,3
must,8,4
america,7,5
less,7,6
let,7,7
no,7,8
people,7,9
today,7,10
common,6,11
time,6,12
too,6,13
work,6,14
world,6,15
day,5,16
generation,5,17
more,5,18
nor,5,19
only,5,20
spirit,5,21
before,4,22
come,4,23
crisis,4,24
end,4,25
greater,4,26
long,4,27
meet,4,28
men,4,29
peace,4,30
power,4,31
seek,4,32
things,4,33
through,4,34
up,4,35
whether,4,36
women,4,37
words,4,38
across,3,39
americans,3,40
between,3,41
carried,3,42
courage,3,43
earth,3,44
economy,3,45
father,3,46
force,3,47
forward,3,48
freedom,3,49
future,3,50
generations,3,51
government,3,52
hard,3,53
history,3,54
hope,3,55
ideals,3,56
jobs,3,57
journey,3,58
just,3,59
last,3,60
life,3,61
man,3,62
many,3,63
may,3,64
moment,3,65
most,3,66
nations,3,67
oath,3,68
old,3,69
once,3,70
ourselves,3,71
over,3,72
prosperity,3,73
question,3,74
rather,3,75
say,3,76
shall,3,77
small,3,78
upon,3,79
where,3,80
afford,2,81
again,2,82
age,2,83
also,2,84
ambitions,2,85
america's,2,86
american,2,87
answer,2,88
back,2,89
begin,2,90
better,2,91
big,2,92
birth,2,93
blood,2,94
brave,2,95
build,2,96
calls,2,97
care,2,98
challenges,2,99
charter,2,100
child,2,101
children,2,102
confidence,2,103
conflict,2,104
cooperation,2,105
country,2,106
defense,2,107
did,2,108
done,2,109
duties,2,110
each,2,111
enduring,2,112
era,2,113
even,2,114
extend,2,115
face,2,116
faced,2,117
fail,2,118
faith,2,119
false,2,120
far,2,121
fear,2,122
feed,2,123
find,2,124
forth,2,125
founding,2,126
free,2,127
friend,2,128
gift,2,129
good,2,130
greatness,2,131
grows,2,132
health,2,133
hours,2,134
icy,2,135
knowledge,2,136
liberty,2,137
light,2,138
like,2,139
lines,2,140
longer,2,141
lower,2,142
make,2,143
market,2,144
meaning,2,145
met,2,146
might,2,147
minds,2,148
mutual,2,149
never,2,150
nothing,2,151
off,2,152
often,2,153
part,2,154
passed,2,155
path,2,156
planet,2,157
play,2,158
promise,2,159
prosperous,2,160
purpose,2,161
remain,2,162
remember,2,163
restore,2,164
schools,2,165
service,2,166
short,2,167
something,2,168
stand,2,169
still,2,170
storms,2,171
stronger,2,172
success,2,173
take,2,174
taken,2,175
task,2,176
throughout,2,177
traveled,2,178
true,2,179
trust,2,180
understand,2,181
understood,2,182
use,2,183
virtue,2,184
war,2,185
waters,2,186
way,2,187
wealth,2,188
well,2,189
west,2,190
why,2,191
willing,2,192
willingness,2,193
winter,2,194
without,2,195
workers,2,196
year,2,197
yet,2,198
60,1,199
abandoned,1,200
ability,1,201
accept,1,202
account,1,203
achieve,1,204
act,1,205
action,1,206
advance,1,207
advancing,1,208
adversaries,1,209
advertisement,1,210
afghanistan,1,211
against,1,212
ages,1,213
ago,1,214
aims,1,215
alarmed,1,216
alliances,1,217
alone,1,218
alongside,1,219
already,1,220
always,1,221
amidst,1,222
ancestors,1,223
apologize,1,224
apply,1,225
arguments,1,226
arlington,1,227
around,1,228
aside,1,229
ask,1,230
assure,1,231
bad,1,232
badly,1,233
band,1,234
based,1,235
began,1,236
believe,1,237
beneath,1,238
bestowed,1,239
bigger,1,240
bind,1,241
bitter,1,242
blame,1,243
bodies,1,244
bold,1,245
borders,1,246
born,1,247
borne,1,248
break,1,249
bridges,1,250
brings,1,251
broken,1,252
bush,1,253
business,1,254
businesses,1,255
came,1,256
campfires,1,257
capacity,1,258
capital,1,259
capitals,1,260
care's,1,261
carry,1,262
cars,1,263
cause,1,264
celebrated,1,265
celebration,1,266
chance,1,267
change,1,268
changed,1,269
chapter,1,270
character,1,271
charity,1,272
childish,1,273
children's,1,274
choice,1,275
choices,1,276
choose,1,277
chosen,1,278
christians,1,279
citizens,1,280
citizenship,1,281
city,1,282
civil,1,283
clean,1,284
cling,1,285
clouds,1,286
coldest,1,287
collective,1,288
colleges,1,289
commerce,1,290
communism,1,291
concord,1,292
consequence,1,293
consider,1,294
consume,1,295
consumed,1,296
continue,1,297
control,1,298
convictions,1,299
corruption,1,300
cost,1,301
costly,1,302
could,1,303
create,1,304
creed,1,305
culture,1,306
curiosity,1,307
currents,1,308
cut,1,309
cynics,1,310
danger,1,311
dangers,1,312
dark,1,313
darkest,1,314
data,1,315
